	Name	Path	Lev1	Lev2	Lev3
K03108	signal recognition particle subunit SRP72	Genetic Information Processing; Folding, sorting and degradation; Protein export | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system	Genetic Information Processing	Folding, sorting and degradation	Protein export
K03110	fused signal recognition particle receptor	Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system	Genetic Information Processing	Folding, sorting and degradation	Protein export
K03111	single-strand DNA-binding protein	Genetic Information Processing; Replication and repair; DNA replication | Genetic Information Processing; Replication and repair; Mismatch repair | Genetic Information Processing; Replication and repair; Homologous recombination | Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	Genetic Information Processing	Replication and repair	DNA replication
K03113	translation initiation factor 1	Genetic Information Processing; Translation; RNA transport | Brite Hierarchies; Protein families: genetic information processing; Translation factors	Genetic Information Processing	Translation	RNA transport
K03114	mitosis inhibitor protein kinase SWE1 [EC:2.7.11.1]	Environmental Information Processing; Signal transduction; MAPK signaling pathway - yeast | Cellular Processes; Cell growth and death; Cell cycle - yeast | Cellular Processes; Cell growth and death; Meiosis - yeast	Cellular Processes	Cell growth and death	MAPK signaling pathway - yeast
K03115	casein kinase II subunit beta	Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Environmental Information Processing; Signal transduction; Wnt signaling pathway | Environmental Information Processing; Signal transduction; NF-kappa B signaling pathway | Cellular Processes; Transport and catabolism; Mitophagy - animal | Cellular Processes; Transport and catabolism; Mitophagy - yeast | Cellular Processes; Cellular community - eukaryotes; Adherens junction | Organismal Systems; Environmental adaptation; Circadian rhythm - plant | Human Diseases; Infectious diseases: Viral; Measles | Human Diseases; Infectious diseases: Viral; Herpes simplex infection | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins	Cellular Processes	Signal transduction	Ribosome biogenesis in eukaryotes
K03116	sec-independent protein translocase protein TatA	Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system	Genetic Information Processing	Folding, sorting and degradation	Protein export
K03117	sec-independent protein translocase protein TatB	Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system	Genetic Information Processing	Folding, sorting and degradation	Protein export
K03118	sec-independent protein translocase protein TatC	Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system	Genetic Information Processing	Folding, sorting and degradation	Protein export
K03120	transcription initiation factor TFIID TATA-box-binding protein	Genetic Information Processing; Transcription; Basal transcription factors | Human Diseases; Cancers: Overview; Viral carcinogenesis | Human Diseases; Neurodegenerative diseases; Huntington disease | Human Diseases; Infectious diseases: Viral; Human T-cell leukemia virus 1 infection | Human Diseases; Infectious diseases: Viral; Herpes simplex infection | Human Diseases; Infectious diseases: Viral; Human papillomavirus infection | Brite Hierarchies; Protein families: genetic information processing; Transcription factors | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery	Human Diseases	Infectious diseases: Viral	Basal transcription factors
K03123	transcription initiation factor TFIIA small subunit	Genetic Information Processing; Transcription; Basal transcription factors | Human Diseases; Cancers: Overview; Viral carcinogenesis | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery	Genetic Information Processing	Transcription	Basal transcription factors
K03124	transcription initiation factor TFIIB	Genetic Information Processing; Transcription; Basal transcription factors | Human Diseases; Cancers: Overview; Viral carcinogenesis | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery	Genetic Information Processing	Transcription	Basal transcription factors
K03125	transcription initiation factor TFIID subunit 1	Genetic Information Processing; Transcription; Basal transcription factors | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins	Brite Hierarchies	Protein families: genetic information processing	Basal transcription factors
K03126	transcription initiation factor TFIID subunit 12	Genetic Information Processing; Transcription; Basal transcription factors | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins	Brite Hierarchies	Protein families: genetic information processing	Basal transcription factors
K03128	transcription initiation factor TFIID subunit 2	Genetic Information Processing; Transcription; Basal transcription factors | Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins	Brite Hierarchies	Protein families: genetic information processing	Basal transcription factors
K03130	transcription initiation factor TFIID subunit 5	Genetic Information Processing; Transcription; Basal transcription factors | Human Diseases; Infectious diseases: Viral; Herpes simplex infection | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins	Brite Hierarchies	Protein families: genetic information processing	Basal transcription factors
K03131	transcription initiation factor TFIID subunit 6	Genetic Information Processing; Transcription; Basal transcription factors | Human Diseases; Infectious diseases: Viral; Herpes simplex infection | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins	Brite Hierarchies	Protein families: genetic information processing	Basal transcription factors
K03132	transcription initiation factor TFIID subunit 7	Genetic Information Processing; Transcription; Basal transcription factors | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins	Brite Hierarchies	Protein families: genetic information processing	Basal transcription factors
K03133	transcription initiation factor TFIID subunit 9B	Genetic Information Processing; Transcription; Basal transcription factors | Human Diseases; Infectious diseases: Viral; Herpes simplex infection | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins	Brite Hierarchies	Protein families: genetic information processing	Basal transcription factors
K03134	transcription initiation factor TFIID subunit 10	Genetic Information Processing; Transcription; Basal transcription factors | Human Diseases; Infectious diseases: Viral; Herpes simplex infection | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins	Brite Hierarchies	Protein families: genetic information processing	Basal transcription factors
